drug_name	ATC_3
medazepam	N05B
oxitriptan	N06A
dichloralphenazone	N05C
fluorescein	S01J
codeine	N02A
other non-opioid analgesics	N02A
teriflunomide	L04A
enviomycin	J04A
cinacalcet	H05B
trilostane	H02C
loxapine	N05A
tolfenamic acid	M01A
rokitamycin	J01F
bencyclane	C04A
fomivirsen	S01A
methylprednisolone	H02A
sulfathiazole	D06B
cyclopenthiazide	C03E
potassium-sparing agents	C03E
remdesivir	J05A
gadodiamide	V08C
infigratinib	L01E
valsartan	C09D
hydrochlorothiazide	C09D
periciazine	N05A
oxyphenbutazone	M02A
orphenadrine (citrate)	M03B
diclofenac	M01A
betazole	V04C
vandetanib	L01E
nivolumab	L01F
minaprine	N06A
dequalinium	R02A
fremanezumab	N02C
gold (198Au) colloidal	V10A
cinchocaine	N01B
bendroflumethiazide	C03A
potassium	C03A
hydrochlorothiazide	C03A
talinolol	C07A
cefuroxime	S01A
formoterol bromide	R03A
budesonide	R03A
clevidipine	C08C
ibuprofen	G02C
docosanol	D06B
burosumab	M05B
aprotinin	B02A
pertuzumab	L01F
trimetazidine	C01E
glycyrrhizic acid	A05B
methacetin (13C)	V04C
droxypropine	R05D
fluorometholone	D07X
copper sulfate	V03A
fentanyl	N01A
procyclidine	N04A
pramipexole	N04B
dexamethasone	R01A
nateglinide	A10B
suvorexant	N05C
fludrocortisone	S02C
antiinfectives	S02C
organo-heparinoid	C05B
esketamine	N06A
penfluridol	N05A
ulipristal	G03X
metformin	A10B
alogliptin	A10B
ceftriaxone	J01D
pimavanserin	N05A
atazanavir	J05A
pinacidil	C02D
carisoprodol	M03B
asparaginase	L01X
propafenone	C01B
carbetocin	H01B
fentanyl	N02A
ibrutinib	L01E
hydrogen peroxide	S02A
fluocinolone acetonide	S01B
arginine	V03A
lysine	V03A
halometasone	D07A
primidone	N03A
pirbuterol	R03C
rosuvastatin	C10B
lisinopril	C10B
dasatinib	L01E
pitavastatin	C10A
phenelzine	N06A
amiloride	C03D
dopexamine	C01C
polystyrene sulfonate	V03A
hydrocortisone butyrate	D07A
dyclonine	R02A
dexchlorpheniramine	R06A
neomycin	S03A
nebivolol	C07B
thiazides	C07B
imolamine	C01D
opipramol	N06A
chlormidazole	D01A
xenysalate	D11A
sodium iodide (131I)	V10X
pregabalin	N03A
terazosin	G04C
pamidronic acid	M05B
chloroquine	P01B
proguanil	P01B
pexidartinib	L01E
hepatitis B immunoglobulin	J06B
delamanid	J04A
tiapride	N05A
xenon (127Xe) gas	V09E
chloroform	N01A
sodium phosphate	A06A
follitropin beta	G03G
ciprofloxacin	S03A
betahistine	N07C
iodine	D08A
hyaluronic acid	D03A
anifrolumab	L04A
brinzolamide	S01E
vinflunine	L01C
caffeine	N06B
antazoline	R06A
tenitramine	C01D
safinamide	N04B
sevoflurane	N01A
povidone-iodine	S01A
aprobarbital	N05C
protiofate	G01A
triticum (wheat fibre)	A06A
mephenytoin	N03A
sodium selenate	A12C
indinavir	J05A
lisuride	G02C
labetalol	C07B
thiazides	C07B
pethidine	N02A
antispasmodics	N02A
methoxamine	C01C
ganaxolone	N03A
dapsone	D10A
chlortetracycline	S01A
cathine	A08A
magnesium sulfate	D11A
loperamide	A07D
bisoxatin	A06A
imipenem	J01D
relebactam	J01D
mumps immunoglobulin	J06B
oxypertine	N05A
spaglumic acid	R01A
rufinamide	N03A
propamidine	S01A
pranoprofen	S01B
ribociclib	L01E
atorvastatin	C10B
amlodipine	C10B
ketoprofen	M01A
rosuvastatin	C10B
amlodipine	C10B
gallamine	M03A
protriptyline	N06A
pergolide	N04B
multienzymes (lipase etc.)	A09A
flumetasone	D07X
technetium (99mTc) macrosalb	V09E
mitomycin	L01D
ibopamine	C01C
selumetinib	L01E
hydrocortisone	D07C
antibiotics	D07C
iproniazide	N06A
other meningococcal polyvalent purified polysaccharides antigen	J07A
tiaprofenic acid	M01A
cinchocaine	D04A
citicoline	N06B
itramin tosilate	C01D
oxycodone	N02A
isoprenaline	R03A
dimethoxanate	R05D
crisaborole	D11A
potassium iodide	S01X
succinylsulfathiazole	A07A
prussian blue	V03A
hydrocortisone	S03C
antiinfectives	S03C
orciprenaline	R03C
iodine (131I) omburtamab	V10X
ferric proteinsuccinylate	B03A
chlormadinone	G03F
estrogen	G03F
catumaxomab	L01F
benzathine benzylpenicillin	J01C
endralazine	C02D
canrenone	C03D
animal allergen extracts	V01A
desogestrel	G03A
ethinylestradiol	G03A
boric acid	S02A
tolmetin	M02A
inositol	A11H
bephenium	P02C
sodium chlorite	D03A
retapamulin	D06A
mogamulizumab	L01F
proxazole	A03A
chloropyramine	R06A
acetylsalicylic acid	M01B
corticosteroids	M01B
inotersen	N07X
tivozanib	L01E
tripelennamine	D04A
amrinone	C01C
phenothrin	P03A
ethionamide	J04A
amlexanox	A01A
ammonia (13N)	V09G
magnesium citrate	A06A
vigabatrin	N03A
vinblastine	L01C
quinethazone	C03B
elvitegravir	J05A
teprotumumab	L04A
povidone-iodine	D11A
clotrimazole	D01A
metyrapone	V04C
zolpidem	N05C
naloxone	A06A
hexachlorophene	D08A
astemizole	R06A
phentermine	A08A
sodium iodohippurate (123I)	V09C
acamprosate	N07B
poliomyelitis oral attenuated	J07B
ceftolozane	J01D
beta-lactamase inhibitor	J01D
pyrrobutamine	R06A
benzalkonium	D09A
eprazinone	R05C
fimasartan	C09D
diuretics	C09D
Lavandulae aetheroleum	N05B
benfotiamine	A11D
Other antifungal combinations for topical use in ATC	D01A
lorajmine	C01B
cycloserine	J04A
rituximab	L01F
trichlormethiazide	C03E
potassium-sparing agents	C03E
neomycin	A01A
irbesartan	C09D
hydrochlorothiazide	C09D
rilpivirine	J05A
eritrityl tetranitrate	C01D
gonadorelin	V04C
flufenamic acid	M01A
xamoterol	C01C
ganciclovir	S01A
cinoxacin	J01M
paraldehyde	N05C
rose bengal sodium	S01J
trifluperidol	N05A
apremilast	L04A
meglutol	C10A
methylphenidate	N06B
voriconazole	J02A
selinexor	L01X
nimesulide	M01A
tryptophan	N06A
paclitaxel poliglumex	L01C
metisazone	J05A
trimebutine	A03A
pegaspargase	L01X
technetium (99mTc) pertechnetate	V09F
paracetamol with psycholeptics	N02B
bifemelane	N06A
mebendazole	P02C
futibatinib	L01E
trioxysalen	D05A
ascorbic acid	S01X
regorafenib	L01E
magnesium silicate	A02A
phosphorous (32P) chromicphosphate colloid	V10A
pembrolizumab	L01F
bupivacaine	N01B
bamipine	D04A
romosozumab	M05B
decamethoxine	D08A
indacaterol bromide	R03A
mometasone	R03A
dichlorobenzyl alcohol	R02A
etidocaine	N01B
hydroflumethiazide	C03A
potassium	C03A
sinecatechins	D06B
pneumococcus polysaccharides antigen	J07A
perindopril	C09B
indapamide	C09B
fenquizone	C03B
acitretin	D05B
setmelanotide	A08A
isoprenaline	R03A
other drugs for obstructive airway diseases	R03A
levodopa inhibitor	N04B
COMT inhibitor	N04B
ivacaftor	R07A
elexacaftor	R07A
vancomycin	S01A
chlorphenoxamine	R06A
ebastine	R06A
benzonatate	R05D
undecylenic acid	D01A
magnesium oxide	A12C
proglumetacin	M01A
creatinolfosfate	C01E
dexamethasone	D10A
dantrolene	M03C
diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B	J07C
g-strophanthin	C01A
oxolamine	R05D
felodipine	C08C
atenolol	C07C
other diuretics	C07C
cevimeline	N07A
tetanus antitoxin	J06A
formestane	L02B
ethosuximide	N03A
ethenzamide	N02B
oxyquinoline	G01A
octenidine	D08A
oxprenolol	C07C
other diuretics	C07C
dostarlimab	L01F
metamizole sodium	N02B
haemophilus influenzae B antigen conjugated	J07A
zidovudine	J05A
abacavir	J05A
aciclovir	S01A
octreotide	H01C
prothipendyl	N05A
fluocinonide	D07C
antibiotics	D07C
halcinonide	D07A
bilastine	S01G
triamterene	C03D
meprobamate	N05B
bendroflumethiazide	C03E
potassium-sparing agents	C03E
acalabrutinib	L01E
telavancin	J01X
mecamylamine	C02B
octinoxate	D02B
magnesium (different salts in combination)	A12C
chorionic gonadotrophin	G03G
mepyramine	R06A
fluorocholine(18F)	V09I
ravulizumab	L04A
nilotinib	L01E
isoconazole	D01A
medifoxamine	N06A
oxytetracycline	J01A
gepirone	N06A
stiripentol	N03A
calcipotriol	D05A
epicillin	J01C
tetracycline	S03A
flumetasone	D07A
diiodohydroxypropane	D08A
becaplermin	D03A
telaprevir	J05A
triamcinolone	R03B
carbenoxolone excl. psycholeptics	A02B
pilocarpine	S01E
xenon (133Xe) gas	V09E
chloramphenicol	S03A
tenapanor	A06A
lutropin alfa	G03G
sorbitol	A06A
lung surfactant combinations	R07A
pyrvinium	P02C
secobarbital	N05C
bibenzonium bromide	R05D
drospirenone	G03A
propentofylline	N06B
salbutamol	R03A
beclometasone	R03A
fasudil	C04A
triflupromazine	N05A
aripiprazole	N05A
ritonavir	J05A
lidocaine	C05A
radium (223Ra) dichloride	V10X
neostigmine	N07A
rabies immunoglobulin	J06B
methadone	N07B
remoxipride	N05A
polycarbophil calcium	A06A
lactobacillus	G01A
dihydralazine	C02D
sulfamethizole	S01A
profenamine	N04A
chloramphenicol	S02A
ribostamycin	J01G
flunisolide	R01A
dexamethasone	D07X
potassium iodide	V03A
griseofulvin	D01B
ibuprofen	C01E
rifaximin	D06A
metadoxine	A05B
gatifloxacin	J01M
temsirolimus	L01E
thrombin	B02B
hyoscyamine	A03C
psycholeptics	A03C
theophylline	R03D
escitalopram	N06A
pravastatin	C10A
metoclopramide	A03F
methocarbamol	M03B
altretamine	L01X
flecainide	C01B
prenoxdiazine	R05D
Salt solution combinations	B05C
terbinafine	D01A
valpromide	N03A
estradiol	G03C
doxepin	D04A
tipranavir	J05A
isotretinoin	D10A
nitric oxide	R07A
salbutamol	R03C
benziodarone	C01D
medicinal charcoal	A07B
methyltestosterone	G03E
estrogen	G03E
pertussis antigen	J07A
phenacetin	N02B
neomycin	S02A
amitriptyline	N06C
psycholeptics	N06C
aceclofenac	M02A
flutrimazole	D01A
epirubicin	L01D
bemiparin	B01A
mesulfen	D10A
labetalol	C07C
other diuretics	C07C
haloperidol	N05A
fexofenadine	R06A
idursulfase	A16A
phenolphthalein	A06A
tegafur	L01B
fenoterol	R03A
ipratropium bromide	R03A
clemastine	D04A
eprosartan	C09C
tretinoin	L01X
etozolin	C03C
mitotane	L01X
ethisterone	G03F
estrogen	G03F
benperidol	N05A
trifluridine	L01B
carbuterol	R03A
technetium (99mTc) tetrofosmin	V09G
tyrothricin	R02A
technetium (99mTc) pentetic acid	V09E
heparin	S01X
procaterol	R03A
etretinate	D05B
dimethyl sulfoxide	G04B
clorexolone	C03B
melphalan flufenamide	L01A
Hippocastani semen	C05C
pacritinib	L01E
erythromycin	S01A
ciprofloxacin	J01R
ornidazole	J01R
tridihexethyl	A03A
nabumetone	M01A
mannitol	V04C
thioacetazone	J04A
isoniazid	J04A
maraviroc	J05A
colecalciferol	A11C
xylometazoline	S01G
eslicarbazepine	N03A
neomycin	A07A
nicotinyl alcohol	C10A
ganirelix	H01C
emetine	P01A
carbon dioxide	V03A
bismuth preparations	C05A
aurothioglucose	M01C
cyproterone	G03H
mazaticol	N04A
benzoxonium chloride	D08A
rifapentine	J04A
cobicistat	V03A
neltenexine	R05C
aminoglutethimide	L02B
rifamycin	S02A
calcium laevulate	A12A
glutathione	V03A
betamethasone	S01B
mydriatics	S01B
laninamivir	J05A
ipecacuanha	R05C
besifloxacin	S01A
methyprylon	N05C
hachimycin	D01A
glycerol	A06A
glyceryl trinitrate	C01D
tobramycin	S01A
rofecoxib	M01A
palonosetron	A04A
sorbitol	V04C
amlodipine	C08C
megestrol	G03F
estrogen	G03F
technetium (99mTc) apcitide	V09G
meningococcus B membrane vesicle vaccine	J07A
amphotericin B	A07A
rosuvastatin	C10B
ezetimibe	C10B
cyclandelate	C04A
varenicline	N07B
tolazoline	M02A
technetium (99mTc) depreotide	V09I
efalizumab	L04A
clenbuterol	R03C
ranibizumab	S01L
irinotecan	L01C
dapagliflozin	A10B
estazolam	N05C
desonide	D07B
antiseptics	D07B
ganciclovir	J05A
hydrochlorothiazide	C03A
debrisoquine	C02C
sermorelin	H01A
prasugrel	B01A
calcium iopodate	V08A
isosorbide dinitrate	C01D
calcium compounds	A07X
cloridarol	C01D
metamfetamine	N06B
phenazone	S02D
lidocaine	N01B
methylnortestosterone	G03F
estrogen	G03F
sodium iodide (123I)	V09F
nimetazepam	N05C
netilmicin	S01A
triamcinolone	S01B
technetium (99mTc) human albumin	V09G
nefopam	N02B
nepafenac	S01B
ipriflavone	M05B
betacarotene	D02B
trimethobenzamide	R06A
rifampicin	J04A
isoniazid	J04A
glycobiarsol	P01A
pimethixene	R06A
quinbolone	A14A
ondansetron	A04A
haemophilus influenzae B	J07C
poliomyelitis	J07C
melevodopa	N04B
diphenylpyraline	R06A
vernakalant	C01B
pneumococcus polysaccharides antigen conjugated	J07A
oxazepam	N05B
phensuximide	N03A
benzethonium chloride	D08A
snake venom antiserum	J06A
valsartan	C09D
aliskiren	C09D
inulin	V04C
other polyfructosans	V04C
clioquinol	D08A
mafenide	D06B
sulfur	D10A
colestyramine	C10A
crizotinib	L01E
motavizumab	J06B
lithium	N05A
zafirlukast	R03D
quazepam	N05C
dexamethasone	S02B
ubrogepant	N02C
glucosaminoglycan polysulfate	M01A
zidovudine	J05A
nevirapine	J05A
relugolix	H01C
norethisterone	H01C
rutoside	C05C
simvastatin	C10B
ezetimibe	C10B
polynoxylin	D01A
expectorant combinations excluding combinations with cough suppressants	R05C
doravirine	J05A
bisoprolol	C07F
acetylsalicylic acid	C07F
rifampicin	J04A
furosemide	C03E
potassium-sparing agents	C03E
ephedrine	R01A
various other nasal preparations in ATC	R01A
lanreotide	H01C
idoxuridine	J05A
aminophenazone	N02B
caspofungin	J02A
rosoxacin	J01M
inosine	S01X
dactinomycin	L01D
omega-3-triglycerides incl. other esters	C10A
acids	C10A
fidaxomicin	A07A
promethazine	D04A
levosimendan	C01C
flumequine	J01M
oxymorphone	N02A
ofatumumab	L01F
hydroquinidine	C01B
sodium aurothiomalate	M01C
pemoline	N06B
posaconazole	J02A
epitizide	C03E
potassium-sparing agents	C03E
indometacin	M01A
pravastatin	C10B
ezetimibe	C10B
belantamab mafodotin	L01F
rociverine	A03A
melperone	N05A
pentazocine	N02A
minocycline	D10A
ursodeoxycholic acid	A05A
nitroprusside	C02D
methiodal	V08A
penthienate	A03A
ambutonium	A03C
psycholeptics	A03C
mianserin	N06A
dexamethasone	S03B
enflurane	N01A
bamipine	R06A
lidoflazine	C08E
mometasone	D07A
choriogonadotropin alfa	G03G
troxerutin	C05C
penbutolol	C07C
other diuretics	C07C
lacosamide	N03A
pentobarbital	N05C
capmatinib	L01E
amenamevir	J05A
didanosine	J05A
ethyl hydroxybenzoate	D01A
sulfafurazole	S01A
citiolone	A05B
talbutal	N05C
butamirate	R05D
rubella immunoglobulin	J06B
levacetylmethadol	N07B
amisulpride	N05A
lutetium (177Lu) oxodotreotide	V10X
gelatin agents	B05A
bietaserpine	C02A
hachimycin	J02A
methylpentynol	N05C
nebivolol	C07F
amlodipine	C07F
isepamicin	J01G
terbinafine	D01B
indacaterol	R03A
mometasone	R03A
paliperidone	N05A
nelfinavir	J05A
motretinide	D10A
bezafibrate	C10A
cinnarizine	N07C
amikacin	D06A
prulifloxacin	J01M
everolimus	L01E
magnesium sulfate	A06A
edaravone	N07X
dropropizine	R05D
etomidate	N01A
triamcinolone	D07C
antibiotics	D07C
aminobutyric acid	N03A
tanezumab	N02B
amorolfine	D01A
bucetin	N02B
melitracen	N06C
psycholeptics	N06C
ivacaftor	R07A
desipramine	N06A
terbutaline	R03C
betamethasone	D07X
fluvastatin	C10A
thioacetazone	J04A
sofosbuvir	J05A
butizide	C03E
potassium-sparing agents	C03E
zanubrutinib	L01E
trastuzumab emtansine	L01F
evinacumab	C10A
bentazepam	N05B
prasterone	G03X
calcitonin (salmon synthetic)	H05B
carbocromen	C01D
alfentanil	N01A
gabapentin	N03A
tianeptine	N06A
losartan	C09D
diuretics	C09D
tramadol	N02A
demeclocycline	J01A
ibuprofen	M01A
bosutinib	L01E
quizartinib	L01E
etoposide	L01C
beclometasone	R03B
pivmecillinam	J01C
clonidine	C02L
diuretics with other drugs	C02L
tetracycline	J01A
choline fenofibrate	C10A
human menopausal gonadotrophin	G03G
bendazac	M02A
neostigmine	S01E
polymyxin B	S03A
cefmetazole	J01D
perazine	N05A
sodium benzoate	A16A
sodium phenylacetate	A16A
cadexomer iodine	D03A
aurotioprol	M01C
bornaprine	N04A
tenoxicam	M01A
prazosin	C02L
diuretics	C02L
tacrine	N06D
pristinamycin	J01F
nystatin	A07A
maprotiline	N06A
thiopental	N01A
conjugated estrogens	G03C
fenfluramine	A08A
clobenzorex	A08A
clonidine	C02A
capsaicin	N01B
erdosteine	R05C
naphazoline	R01A
cetrorelix	H01C
pramiracetam	N06B
meningococcus A polysaccharides antigen	J07A
ciprofloxacin	S01A
ethylmorphine	S01X
eflornithine	D11A
pecilocin	D01A
pyrithyldione	N05C
tixocortol	R01A
lovastatin	C10B
nicotinic acid	C10B
loxoprofen	M02A
miconazole	S02A
inotuzumab ozogamicin	L01F
tritoqualine	R06A
triamcinolone	D07B
antiseptics	D07B
denileukin diftitox	L01X
iopentol	V08A
rosuvastatin	C10B
omega-3 fatty acids	C10B
rosuvastatin	C10B
perindopril	C10B
cytisinicline	N07B
dimethyl sulfoxide	M02A
betamethasone	D07B
antiseptics	D07B
procainamide	C01B
valdecoxib	M01A
altheae radix	R05C
aciclovir	J05A
molindone	N05A
triazolam	N05C
cocaine	N01B
technetium (99mTc) arcitumomab	V09I
reproterol	R03C
phenoxybenzamine	C04A
betaine	A16A
liquid paraffin	A06A
nicorandil	C01D
racecadotril	A07X
oxiconazole	D01A
castor oil	A06A
meropenem	J01D
vaborbactam	J01D
eberconazole	D01A
brivaracetam	N03A
moracizine	C01B
desloratadine	R06A
technetium (99mTc) technegas	V09E
salbutamol	R03A
ipratropium bromide	R03A
dexbrompheniramine	R06A
tetanus toxoid	J07A
aclarubicin	L01D
lorlatinib	L01E
phenazone	N02B
eplerenone	C03D
tulobuterol	R03A
clonazepam	N03A
oxolinic acid	J01M
ephedrine	C01C
rifampicin	J04A
isoniazid	J04A
bamethan	C04A
tromantadine	D06B
cobalt (57Co) cyanocobalamine	V09X
norfloxacin	J01R
tinidazole	J01R
polymyxin B	S01A
reposal	N05C
13C-urea	V04C
niflumic acid	M01A
dydrogesterone	G03D
phenazocine	N02A
dofetilide	C01B
bergapten	D05B
fosfocreatine	C01E
dibromotyrosine	H03B
aminobenzoic acid	D02B
lercanidipine	C08C
betamethasone	S01B
pravastatin	C10B
fenofibrate	C10B
copanlisib	L01E
tropicamide	S01F
propanol	D08A
fumaric acid	D05A
methylestrenolone	G03D
bisoprolol	C07F
amlodipine	C07F
reboxetine	N06A
technetium (99mTc) exametazime labelled cells	V09H
cidofovir	J05A
morniflumate	M01A
nitrofural	S01A
norfenefrine	C01C
sequifenadine	R06A
mephenesin	M03B
clofibrate	C10A
vemurafenib	L01E
fluocinolone acetonide	C05A
afatinib	L01E
dysprosium (165Dy) colloid	V10A
trimethadione	N03A
proxyphylline	R03D
choline salicylate	N02B
rizatriptan	N02C
cefixime	J01D
fentiazac	M01A
daclatasvir	J05A
methylprednisolone	H02B
doxercalciferol	H05B
cyclofenil	G03G
tramadol	N02A
other non-opioid analgesics	N02A
alimemazine	R06A
tymazoline	R01A
afamelanotide	D02B
desoximetasone	D07A
diprophylline	R03D
adrenergics	R03D
collagenase	D03B
sodium aminosalicylate	J04A
tilidine	N02A
Prunus africanae cortex	G04C
inclisiran	C10A
cortisone	H02A
daptomycin	J01X
abacavir	J05A
minoxidil	C02D
tibolone	G03C
chloramphenicol	D06A
methoxsalen	D05A
lomefloxacin	J01M
sodium oxybate	N07X
riboflavin	S01X
dextromoramide	N02A
mesoridazine	N05A
monoxerutin	C05C
vitamin D	A11C
analog combinations	A11C
dodeclonium bromide	D08A
masitinib	L01E
scopolamine	N05C
carbachol	N07A
ketoprofen	M02A
indometacin	S01C
antiinfectives	S01C
phenacemide	N03A
dienogest	G03F
estrogen	G03F
anagrelide	L01X
fluocortolone	D07X
pinazepam	N05B
altizide	C03E
potassium-sparing agents	C03E
bupivacaine	N01B
meloxicam	N01B
lapatinib	L01E
procaine	N01B
siponimod	L04A
